num,name,heightm,weightkg,color,tier,prevo,evoLevel,forme,evoItem,evoCondition,evoMove,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water,eggGroup_Amorphous,eggGroup_Bug,eggGroup_Ditto,eggGroup_Dragon,eggGroup_Fairy,eggGroup_Field,eggGroup_Flying,eggGroup_Grass,eggGroup_Human-Like,eggGroup_Mineral,eggGroup_Monster,eggGroup_Undiscovered,eggGroup_Water 1,eggGroup_Water 2,eggGroup_Water 3,M,F,hp,atk,def,spa,spd,spe,ability_0,ability_H,ability_1,ability_S,legendary,numEvos,gen
513,Pansear,0.6000000000000001,11.0,Red,Illegal,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,50,53,48,53,48,64,Gluttony,Blaze,,,,1.0,5
514,Simisear,1.0,28.0,Red,Illegal,Pansear,,,Fire Stone,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,75,98,63,98,63,101,Gluttony,Blaze,,,,,5
515,Panpour,0.6000000000000001,13.5,Blue,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,50,53,48,53,48,64,Gluttony,Torrent,,,,1.0,5
516,Simipour,1.0,29.0,Blue,Illegal,Panpour,,,Water Stone,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,75,98,63,98,63,101,Gluttony,Torrent,,,,,5
517,Munna,0.6000000000000001,23.3,Pink,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,76,25,45,67,55,24,Forewarn,Telepathy,Synchronize,,,1.0,5
518,Musharna,1.1,60.5,Pink,(PU),Munna,,,Moon Stone,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,116,55,85,107,95,29,Forewarn,Telepathy,Synchronize,,,,5
519,Pidove,0.30000000000000004,2.1,Gray,LC,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,50,55,50,36,30,43,Big Pecks,Rivalry,Super Luck,,,1.0,5
520,Tranquill,0.6000000000000001,15.0,Gray,NFE,Pidove,21.0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,62,77,62,50,42,65,Big Pecks,Rivalry,Super Luck,,,1.0,5
521,Unfezant,1.2,29.0,Gray,(PU),Tranquill,32.0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,80,115,80,65,55,93,Big Pecks,Rivalry,Super Luck,,,,5
522,Blitzle,0.8,29.8,Black,Illegal,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,45,60,32,50,32,76,Lightning Rod,Sap Sipper,Motor Drive,,,1.0,5
523,Zebstrika,1.6,79.5,Black,Illegal,Blitzle,27.0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,75,100,63,80,63,116,Lightning Rod,Sap Sipper,Motor Drive,,,,5
524,Roggenrola,0.4,18.0,Blue,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,55,75,85,25,25,15,Sturdy,Sand Force,Weak Armor,,,1.0,5
525,Boldore,0.9,102.0,Blue,NFE,Roggenrola,25.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,70,105,105,50,40,20,Sturdy,Sand Force,Weak Armor,,,1.0,5
526,Gigalith,1.7000000000000002,260.0,Blue,PU,Boldore,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,85,135,130,60,80,25,Sturdy,Sand Force,Sand Stream,,,,5
527,Woobat,0.4,2.1,Blue,NFE,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,65,45,43,55,43,72,Unaware,Simple,Klutz,,,1.0,5
528,Swoobat,0.9,10.5,Blue,(PU),Woobat,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,67,57,55,77,55,114,Unaware,Simple,Klutz,,,,5
529,Drilbur,0.30000000000000004,8.5,Gray,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,60,85,40,30,45,68,Sand Rush,Mold Breaker,Sand Force,,,1.0,5
530,Excadrill,0.7000000000000001,40.4,Gray,UU,Drilbur,31.0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,110,135,60,50,65,88,Sand Rush,Mold Breaker,Sand Force,,,,5
531,Audino,1.1,31.0,Pink,PU,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,103,60,86,60,86,50,Healer,Klutz,Regenerator,,,,5
531,Audino-Mega,1.5,32.0,White,Illegal,,,Mega,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,103,60,126,80,126,50,Healer,,,,,,6
532,Timburr,0.6000000000000001,12.5,Gray,LC,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,75,80,55,25,35,35,Guts,Iron Fist,Sheer Force,,,1.0,5
533,Gurdurr,1.2,40.0,Gray,NFE,Timburr,25.0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,85,105,85,40,50,40,Guts,Iron Fist,Sheer Force,,,1.0,5
534,Conkeldurr,1.4,87.0,Brown,UU,Gurdurr,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,105,140,95,55,65,45,Guts,Iron Fist,Sheer Force,,,,5
535,Tympole,0.5,4.5,Blue,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,50,50,40,50,40,64,Swift Swim,Water Absorb,Hydration,,,1.0,5
536,Palpitoad,0.8,17.0,Blue,NFE,Tympole,25.0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,75,65,55,65,55,69,Swift Swim,Water Absorb,Hydration,,,1.0,5
537,Seismitoad,1.5,62.0,Blue,RU,Palpitoad,36.0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,105,95,75,85,75,74,Swift Swim,Water Absorb,Poison Touch,,,,5
538,Throh,1.3,55.5,Red,(PU),,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,120,100,85,30,85,45,Guts,Mold Breaker,Inner Focus,,,,5
539,Sawk,1.4,51.0,Blue,(PU),,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,75,125,75,30,75,85,Sturdy,Mold Breaker,Inner Focus,,,,5
540,Sewaddle,0.30000000000000004,2.5,Yellow,Illegal,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,53,70,40,60,42,Swarm,Overcoat,Chlorophyll,,,1.0,5
541,Swadloon,0.5,7.3,Green,Illegal,Sewaddle,20.0,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55,63,90,50,80,42,Leaf Guard,Overcoat,Chlorophyll,,,1.0,5
542,Leavanny,1.2,20.5,Yellow,Illegal,Swadloon,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,75,103,80,70,80,92,Swarm,Overcoat,Chlorophyll,,,,5
543,Venipede,0.4,5.3,Red,LC,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,45,59,30,39,57,Poison Point,Speed Boost,Swarm,,,1.0,5
544,Whirlipede,1.2,58.5,Gray,NFE,Venipede,22.0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,40,55,99,40,79,47,Poison Point,Speed Boost,Swarm,,,1.0,5
545,Scolipede,2.5,200.5,Red,RUBL,Whirlipede,30.0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60,100,89,55,69,112,Poison Point,Speed Boost,Swarm,,,,5
546,Cottonee,0.30000000000000004,0.6000000000000001,Green,LC,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,40,27,60,37,50,66,Prankster,Chlorophyll,Infiltrator,,,1.0,5
547,Whimsicott,0.7000000000000001,6.6,Green,PU,Cottonee,,,Sun Stone,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,60,67,85,77,75,116,Prankster,Chlorophyll,Infiltrator,,,,5
548,Petilil,0.5,6.6,Green,LC,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,45,35,50,70,50,30,Chlorophyll,Leaf Guard,Own Tempo,,,2.0,5
549,Lilligant,1.1,16.3,Green,(PU),Petilil,,,Sun Stone,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,70,60,75,110,75,90,Chlorophyll,Leaf Guard,Own Tempo,,,,5
549,Lilligant-Hisui,1.2,19.2,Green,Illegal,Petilil,,Hisui,Sun Stone,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,70,105,75,50,75,105,Chlorophyll,Leaf Guard,Hustle,,,,8
550,Basculin,1.0,18.0,Green,(PU),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,70,92,65,80,55,98,Reckless,Mold Breaker,Adaptability,,,,5
550,Basculin-Blue-Striped,1.0,18.0,Green,(PU),,,Blue-Striped,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,70,92,65,80,55,98,Rock Head,Mold Breaker,Adaptability,,,,5
550,Basculin-White-Striped,1.0,18.0,Green,Illegal,,,White-Striped,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,70,92,65,80,55,98,Rattled,Mold Breaker,Adaptability,,,2.0,5
551,Sandile,0.7000000000000001,15.2,Brown,LC,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,50,72,35,35,35,65,Intimidate,Anger Point,Moxie,,,1.0,5
552,Krokorok,1.0,33.4,Brown,NFE,Sandile,29.0,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,60,82,45,45,45,74,Intimidate,Anger Point,Moxie,,,1.0,5
553,Krookodile,1.5,96.3,Red,UU,Krokorok,40.0,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,95,117,80,65,70,92,Intimidate,Anger Point,Moxie,,,,5
554,Darumaka,0.6000000000000001,37.5,Red,LC,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,90,45,15,45,50,Hustle,Inner Focus,,,,1.0,5
554,Darumaka-Galar,0.7000000000000001,40.0,White,LC,,,Galar,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,90,45,15,45,50,Hustle,Inner Focus,,,,1.0,8
555,Darmanitan,1.3,92.9,Red,UU,Darumaka,35.0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,105,140,55,30,55,95,Sheer Force,Zen Mode,,,,,5
555,Darmanitan-Zen,1.3,92.9,Blue,,,,Zen,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,105,30,105,140,105,55,Zen Mode,,,,,,5
555,Darmanitan-Galar,1.7000000000000002,120.0,White,Uber,Darumaka-Galar,,Galar,Ice Stone,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,105,140,55,30,55,95,Gorilla Tactics,Zen Mode,,,,,8
555,Darmanitan-Galar-Zen,1.7000000000000002,120.0,White,,,,Galar-Zen,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,105,160,55,30,55,135,Zen Mode,,,,,,5
556,Maractus,1.0,28.0,Green,(PU),,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,75,86,67,106,67,60,Water Absorb,Storm Drain,Chlorophyll,,,,5
557,Dwebble,0.30000000000000004,14.5,Red,LC,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,50,65,85,35,35,55,Sturdy,Weak Armor,Shell Armor,,,1.0,5
558,Crustle,1.4,200.0,Red,(PU),Dwebble,34.0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,70,105,125,65,75,45,Sturdy,Weak Armor,Shell Armor,,,,5
559,Scraggy,0.6000000000000001,11.8,Yellow,NFE,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,50,75,70,35,70,48,Shed Skin,Intimidate,Moxie,,,1.0,5
560,Scrafty,1.1,30.0,Red,PU,Scraggy,39.0,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,65,90,115,45,115,58,Shed Skin,Intimidate,Moxie,,,,5
561,Sigilyph,1.4,14.0,Black,NUBL,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,72,58,80,103,80,97,Wonder Skin,Tinted Lens,Magic Guard,,,,5
562,Yamask,0.5,1.5,Black,LC,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,38,30,85,55,65,30,Mummy,,,,,1.0,5
562,Yamask-Galar,0.5,1.5,Black,LC,,,Galar,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,38,55,85,30,65,30,Wandering Spirit,,,,,1.0,8
563,Cofagrigus,1.7000000000000002,76.5,Yellow,PU,Yamask,34.0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,58,50,145,95,105,30,Mummy,,,,,,5
564,Tirtouga,0.7000000000000001,16.5,Blue,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.875,0.125,54,78,103,53,45,22,Solid Rock,Swift Swim,Sturdy,,,1.0,5
565,Carracosta,1.2,81.0,Blue,(PU),Tirtouga,37.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.875,0.125,74,108,133,83,65,32,Solid Rock,Swift Swim,Sturdy,,,,5
566,Archen,0.5,9.5,Yellow,LC,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.875,0.125,55,112,45,74,45,70,Defeatist,,,,,1.0,5
567,Archeops,1.4,32.0,Yellow,PU,Archen,37.0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.875,0.125,75,140,65,112,65,110,Defeatist,,,,,,5
568,Trubbish,0.6000000000000001,31.0,Green,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,50,50,62,40,62,65,Stench,Aftermath,Sticky Hold,,,1.0,5
569,Garbodor,1.9,107.3,Green,PU,Trubbish,36.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,80,95,82,60,82,75,Stench,Aftermath,Weak Armor,,,,5
569,Garbodor-Gmax,21.0,0.0,Green,AG,,,Gmax,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,80,95,82,60,82,75,Stench,Aftermath,Weak Armor,,,,8
570,Zorua,0.7000000000000001,12.5,Gray,LC,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,40,65,40,80,40,65,Illusion,,,,,1.0,5
570,Zorua-Hisui,0.7000000000000001,12.5,Gray,Illegal,,,Hisui,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,35,60,40,85,40,70,Illusion,,,,,1.0,8
571,Zoroark,1.6,81.1,Gray,NU,Zorua,30.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,60,105,60,120,60,105,Illusion,,,,,,5
571,Zoroark-Hisui,1.6,73.0,Gray,Illegal,Zorua-Hisui,30.0,Hisui,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,55,100,60,125,60,110,Illusion,,,,,,8
572,Minccino,0.4,5.8,Gray,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0.75,55,50,40,40,40,75,Cute Charm,Skill Link,Technician,,,1.0,5
573,Cinccino,0.5,7.5,Gray,PU,Minccino,,,Shiny Stone,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0.75,75,95,60,65,60,115,Cute Charm,Skill Link,Technician,,,,5
574,Gothita,0.4,5.8,Purple,NFE,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,45,30,50,55,65,45,Frisk,Shadow Tag,Competitive,,,1.0,5
575,Gothorita,0.7000000000000001,18.0,Purple,NFE,Gothita,32.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,60,45,70,75,85,55,Frisk,Shadow Tag,Competitive,,,1.0,5
576,Gothitelle,1.5,44.0,Purple,(PU),Gothorita,41.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,70,55,95,95,110,65,Frisk,Shadow Tag,Competitive,,,,5
577,Solosis,0.30000000000000004,1.0,Green,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,30,40,105,50,20,Overcoat,Regenerator,Magic Guard,,,1.0,5
578,Duosion,0.6000000000000001,8.0,Green,NFE,Solosis,32.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,65,40,50,125,60,30,Overcoat,Regenerator,Magic Guard,,,1.0,5
579,Reuniclus,1.0,20.1,Green,RU,Duosion,41.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,110,65,75,125,85,30,Overcoat,Regenerator,Magic Guard,,,,5
580,Ducklett,0.5,5.5,Blue,Illegal,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,62,44,50,44,50,55,Keen Eye,Hydration,Big Pecks,,,1.0,5
581,Swanna,1.3,24.2,White,Illegal,Ducklett,35.0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,75,87,63,87,63,98,Keen Eye,Hydration,Big Pecks,,,,5
582,Vanillite,0.4,5.7,White,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,36,50,50,65,60,44,Ice Body,Weak Armor,Snow Cloak,,,1.0,5
583,Vanillish,1.1,41.0,White,NFE,Vanillite,35.0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,51,65,65,80,75,59,Ice Body,Weak Armor,Snow Cloak,,,1.0,5
584,Vanilluxe,1.3,57.5,White,(PU),Vanillish,47.0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,71,95,85,110,95,79,Ice Body,Weak Armor,Snow Warning,,,,5
585,Deerling,0.6000000000000001,19.5,Pink,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,60,60,50,40,50,75,Chlorophyll,Serene Grace,Sap Sipper,,,1.0,5
586,Sawsbuck,1.9,92.5,Brown,Illegal,Deerling,34.0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,80,100,70,60,70,95,Chlorophyll,Serene Grace,Sap Sipper,,,,5
587,Emolga,0.4,5.0,White,(PU),,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,55,75,60,75,60,103,Static,Motor Drive,,,,,5
588,Karrablast,0.5,5.9,Blue,LC,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,75,45,40,45,60,Swarm,No Guard,Shed Skin,,,1.0,5
589,Escavalier,1.0,33.0,Gray,NU,Karrablast,,,,with a Shelmet,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,70,135,105,60,105,20,Swarm,Overcoat,Shell Armor,,,,5
590,Foongus,0.2,1.0,White,LC,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,69,55,45,55,55,15,Effect Spore,Regenerator,,,,1.0,5
591,Amoonguss,0.6000000000000001,10.5,White,UU,Foongus,39.0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,114,85,70,85,80,30,Effect Spore,Regenerator,,,,,5
592,Frillish,1.2,33.0,White,LC,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55,40,50,65,85,40,Water Absorb,Damp,Cursed Body,,,1.0,5
593,Jellicent,2.2,135.0,White,PU,Frillish,40.0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,100,60,70,85,105,60,Water Absorb,Damp,Cursed Body,,,,5
594,Alomomola,1.2,31.6,Pink,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,165,75,80,40,45,65,Healer,Regenerator,Hydration,,,,5
595,Joltik,0.1,0.6000000000000001,Yellow,LC,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,47,50,57,50,65,Compound Eyes,Swarm,Unnerve,,,1.0,5
596,Galvantula,0.8,14.3,Yellow,PU,Joltik,36.0,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,70,77,60,97,60,108,Compound Eyes,Swarm,Unnerve,,,,5
597,Ferroseed,0.6000000000000001,18.8,Gray,PU,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,44,50,91,24,86,10,Iron Barbs,,,,,1.0,5
