num,name,heightm,weightkg,color,prevo,evoLevel,otherFormes,formeOrder,canGigantamax,baseSpecies,forme,requiredItem,changesFrom,evoCondition,evoType,gen,evoItem,evoRegion,canHatch,evoMove,baseForme,cosmeticFormes,maxHP,requiredAbility,battleOnly,requiredMove,requiredItems,cannotDynamax,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water,eggGroup_Amorphous,eggGroup_Bug,eggGroup_Ditto,eggGroup_Dragon,eggGroup_Fairy,eggGroup_Field,eggGroup_Flying,eggGroup_Grass,eggGroup_Human-Like,eggGroup_Mineral,eggGroup_Monster,eggGroup_Undiscovered,eggGroup_Water 1,eggGroup_Water 2,eggGroup_Water 3,M,F,hp,atk,def,spa,spd,spe,ability_0,ability_H,ability_1,ability_S,legendary,numEvos
553,Krookodile,1.5,96.3,Red,Krokorok,40.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,95,117,80,65,70,92,Intimidate,Anger Point,Moxie,,,
554,Darumaka,0.6000000000000001,37.5,Red,,,['Darumaka-Galar'],"['Darumaka', 'Darumaka-Galar']",,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,90,45,15,45,50,Hustle,Inner Focus,,,,1.0
554,Darumaka-Galar,0.7000000000000001,40.0,White,,,,,,Darumaka,Galar,,,,,8.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,70,90,45,15,45,50,Hustle,Inner Focus,,,,1.0
555,Darmanitan,1.3,92.9,Red,Darumaka,35.0,"['Darmanitan-Zen', 'Darmanitan-Galar', 'Darmanitan-Galar-Zen']","['Darmanitan', 'Darmanitan-Zen', 'Darmanitan-Galar', 'Darmanitan-Galar-Zen']",,,,,,,,5.0,,,,,Standard,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,105,140,55,30,55,95,Sheer Force,Zen Mode,,,,
555,Darmanitan-Zen,1.3,92.9,Blue,,,,,,Darmanitan,Zen,,,,,5.0,,,,,,,,Zen Mode,Darmanitan,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,105,30,105,140,105,55,Zen Mode,,,,,
555,Darmanitan-Galar,1.7000000000000002,120.0,White,Darumaka-Galar,,,,,Darmanitan,Galar,,,,useItem,8.0,Ice Stone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,105,140,55,30,55,95,Gorilla Tactics,Zen Mode,,,,
555,Darmanitan-Galar-Zen,1.7000000000000002,120.0,White,,,,,,Darmanitan,Galar-Zen,,,,,5.0,,,,,,,,Zen Mode,Darmanitan-Galar,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,105,160,55,30,55,135,Zen Mode,,,,,
556,Maractus,1.0,28.0,Green,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,75,86,67,106,67,60,Water Absorb,Storm Drain,Chlorophyll,,,
557,Dwebble,0.30000000000000004,14.5,Red,,,,,,,,,,,,5.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,50,65,85,35,35,55,Sturdy,Weak Armor,Shell Armor,,,1.0
558,Crustle,1.4,200.0,Red,Dwebble,34.0,,,,,,,,,,5.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,70,105,125,65,75,45,Sturdy,Weak Armor,Shell Armor,,,
559,Scraggy,0.6000000000000001,11.8,Yellow,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,50,75,70,35,70,48,Shed Skin,Intimidate,Moxie,,,1.0
560,Scrafty,1.1,30.0,Red,Scraggy,39.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,65,90,115,45,115,58,Shed Skin,Intimidate,Moxie,,,
561,Sigilyph,1.4,14.0,Black,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,72,58,80,103,80,97,Wonder Skin,Tinted Lens,Magic Guard,,,
562,Yamask,0.5,1.5,Black,,,['Yamask-Galar'],"['Yamask', 'Yamask-Galar']",,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,38,30,85,55,65,30,Mummy,,,,,1.0
562,Yamask-Galar,0.5,1.5,Black,,,,,,Yamask,Galar,,,,,8.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,38,55,85,30,65,30,Wandering Spirit,,,,,1.0
563,Cofagrigus,1.7000000000000002,76.5,Yellow,Yamask,34.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,58,50,145,95,105,30,Mummy,,,,,
564,Tirtouga,0.7000000000000001,16.5,Blue,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.875,0.125,54,78,103,53,45,22,Solid Rock,Swift Swim,Sturdy,,,1.0
565,Carracosta,1.2,81.0,Blue,Tirtouga,37.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.875,0.125,74,108,133,83,65,32,Solid Rock,Swift Swim,Sturdy,,,
566,Archen,0.5,9.5,Yellow,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.875,0.125,55,112,45,74,45,70,Defeatist,,,,,1.0
567,Archeops,1.4,32.0,Yellow,Archen,37.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.875,0.125,75,140,65,112,65,110,Defeatist,,,,,
568,Trubbish,0.6000000000000001,31.0,Green,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,50,50,62,40,62,65,Stench,Aftermath,Sticky Hold,,,1.0
569,Garbodor,1.9,107.3,Green,Trubbish,36.0,,,G-Max Malodor,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,80,95,82,60,82,75,Stench,Aftermath,Weak Armor,,,
569,Garbodor-Gmax,21.0,0.0,Green,,,,,,Garbodor,Gmax,,Garbodor,,,8.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,80,95,82,60,82,75,Stench,Aftermath,Weak Armor,,,
570,Zorua,0.7000000000000001,12.5,Gray,,,['Zorua-Hisui'],"['Zorua', 'Zorua-Hisui']",,,,,,,,5.0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,40,65,40,80,40,65,Illusion,,,,,1.0
570,Zorua-Hisui,0.7000000000000001,12.5,Gray,,,,,,Zorua,Hisui,,,,,8.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,35,60,40,85,40,70,Illusion,,,,,1.0
571,Zoroark,1.6,81.1,Gray,Zorua,30.0,['Zoroark-Hisui'],"['Zoroark', 'Zoroark-Hisui']",,,,,,,,5.0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,60,105,60,120,60,105,Illusion,,,,,
571,Zoroark-Hisui,1.6,73.0,Gray,Zorua-Hisui,30.0,,,,Zoroark,Hisui,,,,,8.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.125,55,100,60,125,60,110,Illusion,,,,,
572,Minccino,0.4,5.8,Gray,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0.75,55,50,40,40,40,75,Cute Charm,Skill Link,Technician,,,1.0
573,Cinccino,0.5,7.5,Gray,Minccino,,,,,,,,,,useItem,5.0,Shiny Stone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0.75,75,95,60,65,60,115,Cute Charm,Skill Link,Technician,,,
574,Gothita,0.4,5.8,Purple,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,45,30,50,55,65,45,Frisk,Shadow Tag,Competitive,,,1.0
575,Gothorita,0.7000000000000001,18.0,Purple,Gothita,32.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,60,45,70,75,85,55,Frisk,Shadow Tag,Competitive,,,1.0
576,Gothitelle,1.5,44.0,Purple,Gothorita,41.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,70,55,95,95,110,65,Frisk,Shadow Tag,Competitive,,,
577,Solosis,0.30000000000000004,1.0,Green,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,30,40,105,50,20,Overcoat,Regenerator,Magic Guard,,,1.0
578,Duosion,0.6000000000000001,8.0,Green,Solosis,32.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,65,40,50,125,60,30,Overcoat,Regenerator,Magic Guard,,,1.0
579,Reuniclus,1.0,20.1,Green,Duosion,41.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,110,65,75,125,85,30,Overcoat,Regenerator,Magic Guard,,,
580,Ducklett,0.5,5.5,Blue,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,62,44,50,44,50,55,Keen Eye,Hydration,Big Pecks,,,1.0
581,Swanna,1.3,24.2,White,Ducklett,35.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,75,87,63,87,63,98,Keen Eye,Hydration,Big Pecks,,,
582,Vanillite,0.4,5.7,White,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,36,50,50,65,60,44,Ice Body,Weak Armor,Snow Cloak,,,1.0
583,Vanillish,1.1,41.0,White,Vanillite,35.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,51,65,65,80,75,59,Ice Body,Weak Armor,Snow Cloak,,,1.0
584,Vanilluxe,1.3,57.5,White,Vanillish,47.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,71,95,85,110,95,79,Ice Body,Weak Armor,Snow Warning,,,
585,Deerling,0.6000000000000001,19.5,Pink,,,,"['Deerling', 'Deerling-Summer', 'Deerling-Autumn', 'Deerling-Winter']",,,,,,,,5.0,,,,,Spring,"['Deerling-Summer', 'Deerling-Autumn', 'Deerling-Winter']",,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,60,60,50,40,50,75,Chlorophyll,Serene Grace,Sap Sipper,,,1.0
586,Sawsbuck,1.9,92.5,Brown,Deerling,34.0,,"['Sawsbuck', 'Sawsbuck-Summer', 'Sawsbuck-Autumn', 'Sawsbuck-Winter']",,,,,,,,5.0,,,,,Spring,"['Sawsbuck-Summer', 'Sawsbuck-Autumn', 'Sawsbuck-Winter']",,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,80,100,70,60,70,95,Chlorophyll,Serene Grace,Sap Sipper,,,
587,Emolga,0.4,5.0,White,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,55,75,60,75,60,103,Static,Motor Drive,,,,
588,Karrablast,0.5,5.9,Blue,,,,,,,,,,,,5.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,75,45,40,45,60,Swarm,No Guard,Shed Skin,,,1.0
589,Escavalier,1.0,33.0,Gray,Karrablast,,,,,,,,,with a Shelmet,trade,5.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,70,135,105,60,105,20,Swarm,Overcoat,Shell Armor,,,
590,Foongus,0.2,1.0,White,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,69,55,45,55,55,15,Effect Spore,Regenerator,,,,1.0
591,Amoonguss,0.6000000000000001,10.5,White,Foongus,39.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,114,85,70,85,80,30,Effect Spore,Regenerator,,,,
592,Frillish,1.2,33.0,White,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55,40,50,65,85,40,Water Absorb,Damp,Cursed Body,,,1.0
593,Jellicent,2.2,135.0,White,Frillish,40.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,100,60,70,85,105,60,Water Absorb,Damp,Cursed Body,,,
594,Alomomola,1.2,31.6,Pink,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,165,75,80,40,45,65,Healer,Regenerator,Hydration,,,
595,Joltik,0.1,0.6000000000000001,Yellow,,,,,,,,,,,,5.0,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,47,50,57,50,65,Compound Eyes,Swarm,Unnerve,,,1.0
596,Galvantula,0.8,14.3,Yellow,Joltik,36.0,,,,,,,,,,5.0,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,70,77,60,97,60,108,Compound Eyes,Swarm,Unnerve,,,
597,Ferroseed,0.6000000000000001,18.8,Gray,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,44,50,91,24,86,10,Iron Barbs,,,,,1.0
598,Ferrothorn,1.0,110.0,Gray,Ferroseed,40.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,74,94,131,54,116,20,Iron Barbs,Anticipation,,,,
599,Klink,0.30000000000000004,21.0,Gray,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,40,55,70,45,60,30,Plus,Clear Body,Minus,,,1.0
600,Klang,0.6000000000000001,51.0,Gray,Klink,38.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,60,80,95,70,85,50,Plus,Clear Body,Minus,,,1.0
601,Klinklang,0.6000000000000001,81.0,Gray,Klang,49.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,60,100,115,70,85,90,Plus,Clear Body,Minus,,,
602,Tynamo,0.2,0.30000000000000004,White,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35,55,40,45,40,60,Levitate,,,,,1.0
603,Eelektrik,1.2,22.0,Blue,Tynamo,39.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,65,85,70,75,70,40,Levitate,,,,,1.0
604,Eelektross,2.1,80.5,Blue,Eelektrik,,,,,,,,,,useItem,5.0,Thunder Stone,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,85,115,80,105,80,50,Levitate,,,,,
605,Elgyem,0.5,9.0,Blue,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,55,55,55,85,55,30,Telepathy,Analytic,Synchronize,,,1.0
606,Beheeyem,1.0,34.5,Brown,Elgyem,42.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,75,75,75,125,95,40,Telepathy,Analytic,Synchronize,,,
607,Litwick,0.30000000000000004,3.1,White,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,30,55,65,55,20,Flash Fire,Infiltrator,Flame Body,,,1.0
608,Lampent,0.6000000000000001,13.0,Black,Litwick,41.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60,40,60,95,60,55,Flash Fire,Infiltrator,Flame Body,,,1.0
609,Chandelure,1.0,34.3,Black,Lampent,,,,,,,,,,useItem,5.0,Dusk Stone,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60,55,90,145,90,80,Flash Fire,Infiltrator,Flame Body,,,
610,Axew,0.6000000000000001,18.0,Green,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,46,87,60,30,40,57,Rivalry,Unnerve,Mold Breaker,,,1.0
611,Fraxure,1.0,36.0,Green,Axew,38.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,66,117,70,40,50,67,Rivalry,Unnerve,Mold Breaker,,,1.0
612,Haxorus,1.8,105.5,Yellow,Fraxure,48.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,76,147,90,60,70,97,Rivalry,Unnerve,Mold Breaker,,,
613,Cubchoo,0.5,8.5,White,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,55,70,40,60,40,40,Snow Cloak,Rattled,Slush Rush,,,1.0
614,Beartic,2.6,260.0,White,Cubchoo,37.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,95,130,80,70,80,50,Snow Cloak,Swift Swim,Slush Rush,,,
615,Cryogonal,1.1,148.0,Blue,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,80,50,50,95,135,105,Levitate,,,,,
616,Shelmet,0.4,7.7,Red,,,,,,,,,,,,5.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,40,85,40,65,25,Hydration,Overcoat,Shell Armor,,,1.0
617,Accelgor,0.8,25.3,Red,Shelmet,,,,,,,,,with a Karrablast,trade,5.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,80,70,40,100,60,145,Hydration,Unburden,Sticky Hold,,,
618,Stunfisk,0.7000000000000001,11.0,Brown,,,['Stunfisk-Galar'],"['Stunfisk', 'Stunfisk-Galar']",,,,,,,,5.0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,109,66,84,81,99,32,Static,Sand Veil,Limber,,,
618,Stunfisk-Galar,0.7000000000000001,20.5,Green,,,,,,Stunfisk,Galar,,,,,8.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,109,81,99,66,84,32,Mimicry,,,,,
619,Mienfoo,0.9,20.0,Yellow,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,45,85,50,55,50,65,Inner Focus,Reckless,Regenerator,,,1.0
620,Mienshao,1.4,35.5,Purple,Mienfoo,50.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,65,125,60,95,60,105,Inner Focus,Reckless,Regenerator,,,
621,Druddigon,1.6,139.0,Red,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,77,120,90,60,90,48,Rough Skin,Mold Breaker,Sheer Force,,,
622,Golett,1.0,92.0,Green,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,59,74,50,35,50,35,Iron Fist,No Guard,Klutz,,,1.0
623,Golurk,2.8,330.0,Green,Golett,43.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,89,124,80,55,80,55,Iron Fist,No Guard,Klutz,,,
624,Pawniard,0.5,10.2,Red,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,45,85,70,40,40,60,Defiant,Pressure,Inner Focus,,,1.0
625,Bisharp,1.6,70.0,Red,Pawniard,52.0,,,,,,,,,,5.0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,65,125,100,60,70,70,Defiant,Pressure,Inner Focus,,,1.0
626,Bouffalant,1.6,94.6,Brown,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,95,110,95,40,95,55,Reckless,Soundproof,Sap Sipper,,,
627,Rufflet,0.5,10.5,White,,,,,,,,,,,,5.0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,70,83,50,37,50,60,Keen Eye,Hustle,Sheer Force,,,2.0
